Human Marker Symbol	Human Entrez Gene ID	HomoloGene ID	Mouse Marker Symbol	MGI Marker Accession ID	High-level Mammalian Phenotype ID (space-delimited)
TSSK4	283629	57078	Tssk4	  MGI:1918349	  MP:0005384 MP:0005386 MP:0005389 MP:0005377 MP:0005391
TSSK5P	648630	18832	Tssk5	  MGI:1920792	  MP:0005390
TSSK6	83983	49068	Tssk6	  MGI:2148775	  MP:0005389 MP:0005384
TST	7263	37759	Tst	  MGI:98852	  MP:0005385 MP:0005389 MP:0005379
TSTA3	7264	2484	Tsta3	  MGI:98857	  MP:0005379 MP:0005378 MP:0005376 MP:0005387 MP:0005386 MP:0005397 MP:0010768 MP:0005389 MP:0005381
TSTD1	100131187	7014	Tstd1	  MGI:3648482	
TSTD2	158427	16403	Tstd2	  MGI:3039624	
TSTD3	100130890	123813	Tstd3	  MGI:1924282	
TTBK1	84630	50342	Ttbk1	  MGI:2147036	
TTBK2	146057	62795	Ttbk2	  MGI:2155779	  MP:0005384 MP:0005378 MP:0003631 MP:0005371 MP:0005367 MP:0005380 MP:0010768 MP:0005385
TTC1	7265	2485	Ttc1	  MGI:1914077	
TTC12	54970	32375	Ttc12	  MGI:2444588	
TTC13	79573	11569	Ttc13	  MGI:2384573	
TTC14	151613	12085	Ttc14	  MGI:1914370	
TTC16	158248	17011	Ttc16	  MGI:2443048	
TTC17	55761	10100	Ttc17	  MGI:1921819	
TTC19	54902	9831	Ttc19	  MGI:1920045	  MP:0005386
TTC21A	199223	14728	Ttc21a	  MGI:1921302	
TTC21B	79809	57006	Ttc21b	  MGI:1920918	  MP:0005371 MP:0003631 MP:0005367 MP:0005390 MP:0005380 MP:0005382 MP:0005384 MP:0005376 MP:0005378
TTC22	55001	89253	Ttc22	  MGI:3045307	
TTC23	64927	11289	Ttc23	  MGI:1914259	
TTC23L	153657	44907	Ttc23l	  MGI:1923027	
TTC24	164118	82282	Ttc24	  MGI:2443841	
TTC25	83538	12860	Ttc25	  MGI:1921657	  MP:0005384 MP:0005378 MP:0003631 MP:0005380 MP:0005388 MP:0010768 MP:0005385
TTC26	79989	11786	Ttc26	  MGI:2444853	  MP:0005384 MP:0005382 MP:0005379 MP:0005378 MP:0005380 MP:0005390 MP:0005391 MP:0005371 MP:0005377 MP:0003631 MP:0005389 MP:0010768 MP:0005386
TTC27	55622	41191	Ttc27	  MGI:1921446	
TTC28	23331	41023	Ttc28	  MGI:2140873	  MP:0005382 MP:0005376 MP:0005375 MP:0005397 MP:0005378 MP:0005371 MP:0005390 MP:0005386
TTC29	83894	12918	Ttc29	  MGI:1920551	
TTC3	7267	2487	Ttc3	  MGI:1276539	
TTC30A	92104	136638	Ttc30a1	  MGI:1926052	
TTC30A	92104	44342	Ttc30a2	  MGI:3700200	
TTC30B	150737	71716	Ttc30b	  MGI:1919671	  MP:0005397 MP:0005387
TTC32	130502	18991	Ttc32	  MGI:1922766	
TTC33	23548	8226	Ttc33	  MGI:1914765	
TTC34	100287898	130480	Ttc34	  MGI:2445205	
TTC36	143941	14626	Ttc36	  MGI:2384760	
TTC37	9652	40966	Ttc37	  MGI:2679923	
TTC38	55020	41208	Ttc38	  MGI:2146198	
TTC39A	22996	17739	Ttc39a	  MGI:2444350	  MP:0005371 MP:0005390 MP:0005386 MP:0005397 MP:0005385 MP:0005376
TTC39B	158219	25228	Ttc39b	  MGI:1917113	  MP:0005376 MP:0005397
TTC39C	125488	124438	Ttc39c	  MGI:1919997	
TTC39DP	646640	65053	Ttc39d	  MGI:1914987	
TTC4	7268	31249	Ttc4	  MGI:1919604	
TTC41P	253724	52968	Ttc41	  MGI:2387653	
TTC5	91875	14397	Ttc5	  MGI:2683584	
TTC6	319089	78002	Ttc6	  MGI:2684915	
TTC7A	57217	12515	Ttc7	  MGI:1920999	  MP:0005387 MP:0005367 MP:0005371 MP:0005381 MP:0010768 MP:0005397 MP:0005385 MP:0002006 MP:0001186 MP:0005370 MP:0005384 MP:0005376 MP:0010771 MP:0005378 MP:0005379
TTC7B	145567	14675	Ttc7b	  MGI:2144724	
TTC8	123016	14988	Ttc8	  MGI:1923510	  MP:0003631 MP:0005391 MP:0005367 MP:0005388 MP:0010768 MP:0005394 MP:0005382 MP:0005384 MP:0005378
TTC9	23508	52649	Ttc9	  MGI:1916730	  MP:0005379 MP:0005397 MP:0005378 MP:0010771 MP:0005387
TTC9B	148014	19938	Ttc9b	  MGI:1920282	
TTC9C	283237	18361	Ttc9c	  MGI:1917637	
TTF1	7270	137223	Ttf1	  MGI:105044	
TTF2	8458	37826	Ttf2	  MGI:1921294	
TTI1	9675	40969	Tti1	  MGI:1922675	
TTI2	80185	11836	Tti2	  MGI:2384576	  MP:0010768
TTK	7272	2489	Ttk	  MGI:1194921	  MP:0005384 MP:0005389
TTL	150465	32678	Ttl	  MGI:1916987	  MP:0005376 MP:0005384 MP:0010768 MP:0003631 MP:0005386 MP:0005388
TTLL1	25809	8174	Ttll1	  MGI:2443047	  MP:0005377 MP:0005387 MP:0005386 MP:0005388 MP:0005378 MP:0005389 MP:0005384
TTLL10	254173	51912	Ttll10	  MGI:1921855	  MP:0005385 MP:0005376
TTLL11	158135	77534	Ttll11	  MGI:1921660	
TTLL12	23170	9036	Ttll12	  MGI:3039573	
TTLL13P	440307	136186	Ttll13	  MGI:1920845	
TTLL2	83887	12917	Ttll2	  MGI:3644030	
TTLL3	26140	134361	Ttll3	  MGI:2141418	  MP:0005379 MP:0005376 MP:0002006 MP:0005381
TTLL4	9654	8764	Ttll4	  MGI:1914784	  MP:0005386 MP:0005391 MP:0005390 MP:0005378
TTLL5	23093	9013	Ttll5	  MGI:2443657	  MP:0005389 MP:0005384
TTLL6	284076	18229	Ttll6	  MGI:2683461	  MP:0005376
TTLL7	79739	41578	Ttll7	  MGI:1918142	
TTLL8	164714	52766	Ttll8	  MGI:1922902	
TTLL9	164395	41769	Ttll9	  MGI:1913589	  MP:0005379 MP:0005389 MP:0005384
TTN	7273	130650	Ttn	  MGI:98864	  MP:0005378 MP:0005369 MP:0005382 MP:0005384 MP:0005387 MP:0005376 MP:0005390 MP:0005380 MP:0005386 MP:0010768 MP:0005385 MP:0005391
TTPA	7274	37295	Ttpa	  MGI:1354168	  MP:0003631 MP:0005391 MP:0005389 MP:0005380 MP:0005386 MP:0005376 MP:0005369
TTPAL	79183	41562	Ttpal	  MGI:1923330	
TTR	7276	317	Ttr	  MGI:98865	  MP:0005391 MP:0005376
TTYH1	57348	10779	Ttyh1	  MGI:1889007	  MP:0005384 MP:0010768 MP:0005380
TTYH2	94015	41882	Ttyh2	  MGI:2157091	
TTYH3	80727	18431	Ttyh3	  MGI:1925589	
TUB	7275	31147	Tub	  MGI:2651573	  MP:0005391 MP:0005377 MP:0003631 MP:0005390 MP:0005387 MP:0005386 MP:0005370 MP:0001186 MP:0005378 MP:0005385 MP:0005382 MP:0005384 MP:0005376 MP:0005375 MP:0005379
TUBA1A	7846	68498	Tuba1a	  MGI:98869	  MP:0005378 MP:0005384 MP:0005386 MP:0003631
TUBA1B	10376	134527	Tuba1b	  MGI:107804	
TUBA1C	84790	69045	Tuba1c	  MGI:1095409	
TUBA3E	112714	128229	Tuba3a	  MGI:1095406	  MP:0005386
TUBA3E	112714	128229	Tuba3b	  MGI:1095408	
TUBA4A	7277	68496	Tuba4a	  MGI:1095410	
TUBA8	51807	56766	Tuba8	  MGI:1858225	
TUBAL3	79861	23488	Tubal3	  MGI:3588215	
TUBB	203068	69099	Tubb5	  MGI:107812	  MP:0003631 MP:0010768 MP:0005384 MP:0005378
TUBB1	81027	69474	Tubb1	  MGI:107814	  MP:0005376 MP:0005397
TUBB2A	7280	134314	Tubb2a	  MGI:107861	
TUBB2B	347733	49734	Tubb2b	  MGI:1920960	  MP:0010768 MP:0005389 MP:0005386 MP:0005388 MP:0005382 MP:0003631 MP:0005378 MP:0005384
TUBB3	10381	68503	Tubb3	  MGI:107813	  MP:0005384 MP:0003631 MP:0010768 MP:0005388
TUBB4A	10382	55952	Tubb4a	  MGI:107848	
TUBB4B	10383	68504	Tubb4b	  MGI:1915472	  MP:0005385
TUBB6	84617	69414	Tubb6	  MGI:1915201	
TUBD1	51174	9443	Tubd1	  MGI:1891826	
TUBE1	51175	17762	Tube1	  MGI:1919174	
TUBG1	7283	833	Tubg1	  MGI:101834	  MP:0005384 MP:0010768 MP:0005380
TUBG2	27175	69216	Tubg2	  MGI:2144208	
TUBGCP2	10844	55980	Tubgcp2	  MGI:1921487	
TUBGCP3	10426	4609	Tubgcp3	  MGI:2183752	
TUBGCP4	27229	8690	Tubgcp4	  MGI:1196293	  MP:0010768
TUBGCP5	114791	14172	Tubgcp5	  MGI:2178836	
TUBGCP6	85378	32477	Tubgcp6	  MGI:2146071	
TUFM	7284	2490	Tufm	  MGI:1923686	
TUFT1	7286	7985	Tuft1	  MGI:109572	  MP:0005376 MP:0005375 MP:0005378 MP:0010771 MP:0005387 MP:0005391 MP:0005397
TUG1	55000	NA	Tug1	  MGI:2144114	
TULP1	7287	2491	Tulp1	  MGI:109571	  MP:0005384 MP:0001186 MP:0005385 MP:0005391 MP:0003631
TULP2	7288	2492	Tulp2	  MGI:1861600	
TULP3	7289	20711	Tulp3	  MGI:1329045	  MP:0005382 MP:0005384 MP:0005376 MP:0005375 MP:0010771 MP:0010768 MP:0005378 MP:0005397 MP:0005385 MP:0005391 MP:0005371 MP:0003631 MP:0005390 MP:0005380
TULP4	56995	32467	Tulp4	  MGI:1916092	  MP:0010768
TUNAR	100507043	NA	Tunar	  MGI:1917202	
TUSC1	286319	84597	Tusc1	  MGI:2684283	  MP:0005386
TUSC2	11334	5264	Tusc2	  MGI:1931086	  MP:0005378 MP:0005375 MP:0005384 MP:0005376 MP:0010768 MP:0005397 MP:0005385 MP:0002006 MP:0005387 MP:0005367
TUSC3	7991	6937	Tusc3	  MGI:1933134	  MP:0005378 MP:0010768 MP:0005380
TUT1	64852	69361	Tut1	  MGI:1917294	
TUT4	23318	35279	Tut4	  MGI:2445126	  MP:0010768 MP:0005378 MP:0005376 MP:0005384
TUT7	79670	51941	Tut7	  MGI:2387179	
TVP23A	780776	19919	Tvp23a	  MGI:3665441	
TVP23B	51030	128511	Tvp23b	  MGI:1914760	
TWF1	5756	48140	Twf1	  MGI:1100520	  MP:0005376 MP:0005378 MP:0010771
TWF2	11344	5272	Twf2	  MGI:1346078	
TWIST1	7291	402	Twist1	  MGI:98872	  MP:0005378 MP:0005384 MP:0005382 MP:0005371 MP:0003631 MP:0005381 MP:0005369 MP:0010768 MP:0005385 MP:0005386 MP:0005380 MP:0005390
TWIST2	117581	40594	Twist2	  MGI:104685	  MP:0005386 MP:0005370 MP:0010768 MP:0005389 MP:0005397 MP:0005377 MP:0005391 MP:0005376 MP:0005387 MP:0005390 MP:0010771 MP:0005378 MP:0005375 MP:0005379 MP:0005369 MP:0005382 MP:0005384
TWISTNB	221830	45411	Twistnb	  MGI:106292	
TWNK	56652	11052	Twnk	  MGI:2137410	  MP:0003631 MP:0010768 MP:0005385 MP:0005380 MP:0005386 MP:0005384 MP:0005376 MP:0005369
TWSG1	57045	10774	Twsg1	  MGI:2137520	  MP:0005378 MP:0005379 MP:0005384 MP:0005376 MP:0005381 MP:0005391 MP:0005382 MP:0010768 MP:0005385 MP:0005397 MP:0005380 MP:0005386 MP:0005388 MP:0005387 MP:0005367 MP:0005390 MP:0005371 MP:0003631 MP:0005377
TXK	7294	2497	Txk	  MGI:102960	  MP:0005387 MP:0005389 MP:0005379
TXLNA	200081	14062	Txlna	  MGI:105968	  MP:0005387 MP:0005390 MP:0010768 MP:0005397 MP:0005386 MP:0005378
TXLNB	167838	44534	Txlnb	  MGI:2671945	
TXLNG	55787	23097	Txlng	  MGI:3590652	
TXN	7295	128202	Txn1	  MGI:98874	  MP:0010768 MP:0005380 MP:0005384
TXN2	25828	40849	Txn2	  MGI:1929468	  MP:0010768 MP:0005380 MP:0003631 MP:0005378 MP:0005384
TXNDC11	51061	9301	Txndc11	  MGI:1923620	
TXNDC12	51060	41074	Txndc12	  MGI:1913323	
TXNDC15	79770	32594	Txndc15	  MGI:1916922	
TXNDC16	57544	18197	Txndc16	  MGI:1917811	
TXNDC17	84817	41683	Txndc17	  MGI:1289248	
TXNDC2	84203	41856	Txndc2	  MGI:2389312	  MP:0005378 MP:0005376 MP:0005387
TXNDC5	81567	11125	Txndc5	  MGI:2145316	  MP:0005379 MP:0005376 MP:0005386 MP:0005385 MP:0005389
TXNDC8	255220	41663	Txndc8	  MGI:1914652	
TXNDC9	10190	4225	Txndc9	  MGI:2138153	
TXNIP	10628	38186	Txnip	  MGI:1889549	  MP:0005369 MP:0005376 MP:0005384 MP:0002006 MP:0005375 MP:0005397 MP:0005385 MP:0010768 MP:0005381 MP:0005367 MP:0005390 MP:0005387 MP:0005370
TXNL1	9352	3515	Txnl1	  MGI:1860078	
TXNL4A	10907	7150	Txnl4a	  MGI:1351613	
TXNL4B	54957	9880	Txnl4b	  MGI:2443724	
TXNRD1	7296	55733	Txnrd1	  MGI:1354175	  MP:0005384 MP:0005378 MP:0005386 MP:0005380 MP:0003631 MP:0010768
TXNRD2	10587	4701	Txnrd2	  MGI:1347023	  MP:0005384 MP:0005376 MP:0005369 MP:0005370 MP:0010768 MP:0005397 MP:0005385
TXNRD3	114112	60033	Txnrd3	  MGI:2386711	
TYK2	7297	20712	Tyk2	  MGI:1929470	  MP:0005375 MP:0005378 MP:0005376 MP:0005384 MP:0003631 MP:0005397 MP:0010768 MP:0005390 MP:0005387
TYMP	1890	1474	Tymp	  MGI:1920212	  MP:0005376
TYMS	7298	834	Tyms	  MGI:98878	
TYR	7299	30969	Tyr	  MGI:98880	  MP:0005380 MP:0010768 MP:0005389 MP:0001186 MP:0003631 MP:0005377 MP:0005391 MP:0005384 MP:0005367 MP:0005378 MP:0010771 MP:0005379 MP:0005382
TYRO3	7301	4585	Tyro3	  MGI:104294	  MP:0003631 MP:0005386
TYROBP	7305	7986	Tyrobp	  MGI:1277211	  MP:0005379 MP:0005384 MP:0005387 MP:0005376 MP:0005390 MP:0005380 MP:0005386 MP:0005389 MP:0005397 MP:0003631
TYRP1	7306	464	Tyrp1	  MGI:98881	  MP:0005386 MP:0001186 MP:0010768 MP:0005389 MP:0005391 MP:0005377 MP:0005390 MP:0005376 MP:0010771 MP:0005378 MP:0005382
TYSND1	219743	87946	Tysnd1	  MGI:1919017	  MP:0005370 MP:0005386 MP:0005389 MP:0005376 MP:0005384
TYW1	55253	7068	Tyw1	  MGI:2141161	  MP:0005386 MP:0005391
TYW1B	441250	7068	Tyw1	  MGI:2141161	  MP:0005386 MP:0005391
TYW3	127253	44531	Tyw3	  MGI:2445040	
TYW5	129450	72085	Tyw5	  MGI:1915986	
U2AF1	7307	14345	U2af1	  MGI:98884	  MP:0005387 MP:0005397
U2AF1L4	199746	134014	U2af1l4	  MGI:2678374	  MP:0005386
U2AF2	11338	110853	U2af2	  MGI:98886	
U2SURP	23350	13964	U2surp	  MGI:1915208	
UACA	55075	74297	Uaca	  MGI:1919815	  MP:0005384 MP:0005376 MP:0010771 MP:0005379 MP:0005388 MP:0005370 MP:0005387 MP:0005367 MP:0005389 MP:0005397 MP:0005385 MP:0002006
UAP1	6675	2342	Uap1	  MGI:1334459	
UAP1L1	91373	71313	Uap1l1	  MGI:2443318	
UBA1	7317	22002	Uba1	  MGI:98890	
UBA2	10054	4018	Uba2	  MGI:1858313	  MP:0010768
UBA3	9039	2951	Uba3	  MGI:1341217	  MP:0005384 MP:0005380 MP:0010768
UBA5	79876	11738	Uba5	  MGI:1913913	  MP:0010768
UBA52	7311	135114	Uba52	  MGI:98887	
UBA6	55236	10080	Uba6	  MGI:1913894	  MP:0005386 MP:0010768 MP:0003631 MP:0005376 MP:0005378
UBA7	7318	2502	Uba7	  MGI:1349462	
UBAC1	10422	9409	Ubac1	  MGI:1920995	
UBAC2	337867	18642	Ubac2	  MGI:1916139	
UBALD1	124402	17055	Ubald1	  MGI:1916255	
UBALD2	283991	100077	Ubald2	  MGI:1914635	
UBAP1	51271	9554	Ubap1	  MGI:2149543	  MP:0010768
UBAP1L	390595	19477	Ubap1l	  MGI:2685360	
UBAP2	55833	73649	Ubap2	  MGI:1916176	
UBAP2L	9898	136291	Ubap2l	  MGI:1921633	  MP:0005378 MP:0010768 MP:0005389
UBASH3A	53347	56833	Ubash3a	  MGI:1926074	  MP:0005391
UBASH3B	84959	13152	Ubash3b	  MGI:1920078	
UBB	7314	74981	Ubb	  MGI:98888	  MP:0005386 MP:0005389 MP:0003631 MP:0005376 MP:0005384 MP:0005375 MP:0005379 MP:0005378
UBC	7316	128418	Ubc	  MGI:98889	  MP:0005384 MP:0005378 MP:0005397 MP:0010768 MP:0005370 MP:0005380
UBD	10537	4665	Ubd	  MGI:1344410	  MP:0005384 MP:0005397 MP:0005387
UBE2A	7319	68308	Ube2a	  MGI:102959	  MP:0005378 MP:0005389 MP:0010768 MP:0003631 MP:0005391 MP:0005390 MP:0005386 MP:0005385
UBE2B	7320	101298	Ube2b	  MGI:102944	  MP:0005385 MP:0005389 MP:0010768 MP:0005386 MP:0005376 MP:0005384 MP:0005379 MP:0010771
UBE2C	11065	5096	Ube2c	  MGI:1915862	  MP:0010768 MP:0005378 MP:0005391 MP:0005380
UBE2D1	7321	20714	Ube2d1	  MGI:2384911	
UBE2D2	7322	2506	Ube2d2a	  MGI:1930715	  MP:0005389
UBE2D3	7323	123914	Ube2d3	  MGI:1913355	  MP:0005397 MP:0005386 MP:0005387
UBE2D4	51619	134887	Ube2d2b	  MGI:1920568	
UBE2E1	7324	84372	Ube2e1	  MGI:107411	
UBE2E2	7325	77337	Ube2e2	  MGI:2384997	  MP:0005390 MP:0005367 MP:0005371
UBE2E3	10477	4636	Ube2e3	  MGI:107412	
UBE2F	140739	12212	Ube2f	  MGI:1915171	  MP:0010768
UBE2G1	7326	2508	Ube2g1	  MGI:1914378	  MP:0005371 MP:0005377 MP:0005389 MP:0005370 MP:0005390
UBE2G2	7327	6599	Ube2g2	  MGI:1343188	
UBE2H	7328	103894	Ube2h	  MGI:104632	
UBE2I	7329	5574	Ube2i	  MGI:107365	  MP:0010768 MP:0005397 MP:0005386 MP:0005380 MP:0005384
UBE2J1	51465	41090	Ube2j1	  MGI:1926245	  MP:0005384 MP:0005378 MP:0005390 MP:0005371 MP:0005389 MP:0010768
UBE2J2	118424	10975	Ube2j2	  MGI:2153608	  MP:0005387 MP:0005390 MP:0005371 MP:0005389 MP:0005397 MP:0005386 MP:0005378 MP:0005379
UBE2K	3093	3903	Ube2k	  MGI:1858216	  MP:0003631 MP:0005384
UBE2L3	7332	43226	Ube2l3	  MGI:109240	  MP:0005378 MP:0005380 MP:0010768 MP:0005385
UBE2L6	9246	3112	Ube2l6	  MGI:1914500	
UBE2M	9040	2952	Ube2m	  MGI:108278	  MP:0005378 MP:0010768
UBE2N	7334	128406	Ube2n	  MGI:1934835	  MP:0005384 MP:0005387 MP:0010768 MP:0005397
UBE2O	63893	11113	Ube2o	  MGI:2444266	  MP:0005384 MP:0005386 MP:0010768
UBE2Q1	55585	9730	Ube2q1	  MGI:1917343	  MP:0005389 MP:0010768 MP:0005386 MP:0005384 MP:0005376
UBE2Q2	92912	45455	Ube2q2	  MGI:2388672	
UBE2QL1	134111	15975	Ube2ql1	  MGI:1924230	
UBE2R2	54926	3210	Ube2r2	  MGI:1914865	
UBE2S	27338	56676	Ube2s	  MGI:1925141	
UBE2T	29089	40929	Ube2t	  MGI:1914446	
UBE2U	148581	17594	Ube2u	  MGI:3588216	
UBE2V1	7335	81888	Ube2v1	  MGI:1913839	
UBE2V2	7336	55739	Ube2v2	  MGI:1917870	
UBE2W	55284	10119	Ube2w	  MGI:1914049	  MP:0005379 MP:0010771 MP:0005378 MP:0005384 MP:0005376 MP:0005387 MP:0010768 MP:0005389 MP:0005397 MP:0005377 MP:0005390
UBE2Z	65264	11319	Ube2z	  MGI:1343160	
UBE3A	7337	7988	Ube3a	  MGI:105098	  MP:0005389 MP:0010768 MP:0005386 MP:0003631 MP:0010771 MP:0005378 MP:0005379 MP:0005384 MP:0005376
UBE3B	89910	13775	Ube3b	  MGI:1891295	  MP:0005378 MP:0005384 MP:0005376 MP:0005391 MP:0010768 MP:0005389 MP:0005386 MP:0005387 MP:0003631 MP:0005377
UBE3C	9690	8783	Ube3c	  MGI:2140998	  MP:0005378 MP:0005376 MP:0005385 MP:0005386 MP:0005390
UBE3D	90025	18898	Ube2cbp	  MGI:1917598	  MP:0001186 MP:0010768 MP:0005391
UBE4A	9354	3517	Ube4a	  MGI:2154580	
UBE4B	10277	107623	Ube4b	  MGI:1927086	  MP:0005384 MP:0005376 MP:0005369 MP:0010768 MP:0005385 MP:0005386 MP:0003631
UBFD1	56061	10430	Ubfd1	  MGI:107301	
UBIAD1	29914	8336	Ubiad1	  MGI:1918957	  MP:0005376 MP:0005384 MP:0005378 MP:0005380 MP:0005391 MP:0005377 MP:0010768
UBL3	5412	5153	Ubl3	  MGI:1344373	
UBL4A	8266	8594	Ubl4a	  MGI:95049	  MP:0005376 MP:0005378 MP:0010768
UBL4B	164153	49855	Ubl4b	  MGI:1914841	
UBL5	59286	83305	Ubl5	  MGI:1913427	
UBL7	84993	12312	Ubl7	  MGI:1916709	
UBLCP1	134510	16796	Ublcp1	  MGI:1933105	  MP:0005390 MP:0005386 MP:0010768
UBN1	29855	9656	Ubn1	  MGI:1891307	  MP:0005386 MP:0010768
UBN2	254048	45564	Ubn2	  MGI:2444236	
UBOX5	22888	8972	Ubox5	  MGI:2154658	  MP:0005391
UBP1	7342	8435	Ubp1	  MGI:104889	  MP:0005369 MP:0010768 MP:0005385 MP:0005378 MP:0005380
UBQLN1	29979	137258	Ubqln1	  MGI:1860276	  MP:0005376 MP:0005384 MP:0005370 MP:0003631
UBQLN2	29978	81830	Ubqln2	  MGI:1860283	
UBQLN3	50613	9700	Ubqln3	  MGI:3045291	
UBQLN4	56893	41346	Ubqln4	  MGI:2150152	
UBQLNL	143630	17034	Ubqlnl	  MGI:2685336	
UBR1	197131	7582	Ubr1	  MGI:1277977	  MP:0005378 MP:0005379 MP:0005375 MP:0005376 MP:0005369 MP:0005386 MP:0005381
UBR2	23304	26151	Ubr2	  MGI:1861099	  MP:0005380 MP:0005370 MP:0005385 MP:0010768 MP:0005389 MP:0005384 MP:0005378 MP:0005379
UBR3	130507	52092	Ubr3	  MGI:1861100	  MP:0005376 MP:0005394 MP:0010768 MP:0005378 MP:0003631 MP:0005386
UBR4	23352	10804	Ubr4	  MGI:1916366	  MP:0005378 MP:0005384 MP:0005376 MP:0005380 MP:0005370 MP:0010768 MP:0005385 MP:0003631
UBR5	51366	9295	Ubr5	  MGI:1918040	  MP:0005380 MP:0005385 MP:0010768 MP:0003631 MP:0005384 MP:0005378 MP:0005382 MP:0005376
UBR7	55148	11998	Ubr7	  MGI:1913872	
UBTD1	80019	11799	Ubtd1	  MGI:2385092	
UBTD2	92181	15484	Ubtd2	  MGI:2444752	
UBTF	7343	7970	Ubtf	  MGI:98512	  MP:0005380 MP:0010768
UBTFL1	642623	110115	Ubtfl1	  MGI:3588290	
UBXN1	51035	9283	Ubxn1	  MGI:1289301	
UBXN10	127733	17568	Ubxn10	  MGI:2443123	  MP:0005386
UBXN11	91544	12159	Ubxn11	  MGI:1914836	
UBXN2A	165324	17076	Ubxn2a	  MGI:2442310	  MP:0010768 MP:0005386
UBXN2B	137886	23587	Ubxn2b	  MGI:1915303	
UBXN4	23190	40962	Ubxn4	  MGI:1915062	
UBXN6	80700	11538	Ubxn6	  MGI:1913780	
UBXN7	26043	45585	Ubxn7	  MGI:2146388	  MP:0010768 MP:0005380 MP:0005382 MP:0010771 MP:0005378
UBXN8	7993	4149	Ubxn8	  MGI:1337129	
UCHL1	7345	37894	Uchl1	  MGI:103149	  MP:0003631 MP:0005371 MP:0005390 MP:0005386 MP:0010768 MP:0010771 MP:0005378 MP:0005376
UCHL3	7347	4377	Uchl3	  MGI:1355274	  MP:0005384 MP:0005369 MP:0005378 MP:0003631 MP:0005391 MP:0005385
UCHL5	51377	9326	Uchl5	  MGI:1914848	  MP:0010768 MP:0005386 MP:0005380 MP:0003631 MP:0005378 MP:0005384
UCK1	83549	7990	Uck1	  MGI:98904	
UCK2	7371	40850	Uck2	  MGI:1931744	  MP:0005385
UCKL1	54963	101414	Uckl1	  MGI:1915806	
UCMA	221044	12272	Ucma	  MGI:1915777	
UCN	7349	2515	Ucn	  MGI:1276123	  MP:0003631 MP:0005377 MP:0005386 MP:0005376
UCN2	90226	50048	Ucn2	  MGI:2176375	  MP:0005386 MP:0005376
UCN3	114131	49959	Ucn3	  MGI:1932970	  MP:0005386 MP:0005370 MP:0005379 MP:0005376
UCP1	7350	22524	Ucp1	  MGI:98894	  MP:0005391 MP:0005384 MP:0005376 MP:0005375 MP:0005378
UCP2	7351	2516	Ucp2	  MGI:109354	  MP:0005376 MP:0005384 MP:0005378 MP:0010771 MP:0005379 MP:0005370 MP:0005386 MP:0005387 MP:0005367 MP:0003631 MP:0005397 MP:0010768
UCP3	7352	2517	Ucp3	  MGI:1099787	  MP:0005384 MP:0005376 MP:0005375
UEVLD	55293	69251	Uevld	  MGI:1860490	  MP:0005387 MP:0005397
UFC1	51506	9500	Ufc1	  MGI:1913405	
UFD1	7353	39090	Ufd1	  MGI:109353	
UFL1	23376	9093	Ufl1	  MGI:1914740	  MP:0005387 MP:0005380 MP:0005370 MP:0005397 MP:0010768 MP:0005375 MP:0005376 MP:0005384 MP:0005378
UFM1	51569	9594	Ufm1	  MGI:1915140	  MP:0005378 MP:0005384 MP:0003631 MP:0010768
UFSP1	402682	80245	Ufsp1	  MGI:1917490	
UFSP2	55325	10151	Ufsp2	  MGI:1913679	  MP:0010768
UGCG	7357	37763	Ugcg	  MGI:1332243	  MP:0005378 MP:0005384 MP:0005376 MP:0003631 MP:0010768 MP:0005386 MP:0005380 MP:0005367
UGDH	7358	2520	Ugdh	  MGI:1306785	  MP:0005379 MP:0005378 MP:0005382 MP:0005381 MP:0010768 MP:0005380 MP:0005391
UGGT1	56886	10586	Uggt1	  MGI:2443162	  MP:0005384 MP:0005387 MP:0010768
UGGT2	55757	56875	Uggt2	  MGI:1913685	
UGP2	7360	121676	Ugp2	  MGI:2183447	
UGT1A1	54658	128034	Ugt1a1	  MGI:98898	
UGT1A10	54575	133281	Ugt1a10	  MGI:3580642	
UGT1A10	54575	133281	Ugt1a9	  MGI:3576092	
UGT1A3	54659	86211	Ugt1a2	  MGI:3576049	
UGT1A4	54657	88621	Ugt1a5	  MGI:3032634	
UGT1A6	54578	85959	Ugt1a6a	  MGI:2137698	
UGT1A6	54578	85959	Ugt1a6b	  MGI:3580629	
UGT1A7	54577	133281	Ugt1a10	  MGI:3580642	
UGT1A7	54577	133281	Ugt1a9	  MGI:3576092	
UGT1A8	54576	133281	Ugt1a10	  MGI:3580642	
UGT1A8	54576	133281	Ugt1a9	  MGI:3576092	
UGT1A9	54600	133281	Ugt1a10	  MGI:3580642	
UGT1A9	54600	133281	Ugt1a9	  MGI:3576092	
UGT2A1	10941	136808	Ugt2a1	  MGI:2149905	
UGT2A2	574537	115736	Ugt2a2	  MGI:3576095	
UGT2A3	79799	55988	Ugt2a3	  MGI:1919344	
UGT2B10	7365	117389	Ugt2b34	  MGI:2140962	
UGT2B17	7367	68144	Ugt2b1	  MGI:1919023	
UGT2B28	54490	137225	Ugt2b37	  MGI:2148239	
UGT2B28	54490	137225	Ugt2b38	  MGI:2140794	
UGT2B28	54490	137225	Ugt2b5	  MGI:98900	
UGT2B7	7364	128251	Ugt2b35	  MGI:3576100	
UGT2B7	7364	128251	Ugt2b36	  MGI:3576103	
